date,product_id,units_sold,revenue,cogs,gross_profit
2024-08-13,P004,19,1139.81,570.0,569.81
2024-08-13,P005,14,1819.86,770.0,1049.86
2024-08-14,P001,16,1439.84,720.0,719.84
2024-08-14,P002,22,659.78,264.0,395.78
2024-08-14,P003,39,779.61,312.0,467.61
2024-08-14,P004,17,1019.83,510.0,509.83
2024-08-14,P005,13,1689.87,715.0,974.87
2024-08-15,P001,29,2609.71,1305.0,1304.71
2024-08-15,P002,24,719.76,288.0,431.76
2024-08-15,P003,37,739.63,296.0,443.63
2024-08-15,P004,18,1079.82,540.0,539.82
2024-08-15,P005,7,909.93,385.0,524.93
2024-08-16,P001,29,2609.71,1305.0,1304.71
2024-08-16,P002,16,479.84,192.0,287.84
2024-08-16,P003,30,599.7,240.0,359.7
2024-08-16,P004,16,959.84,480.0,479.84
2024-08-16,P005,12,1559.88,660.0,899.88
2024-08-17,P001,23,2069.77,1035.0,1034.77
2024-08-17,P002,25,749.75,300.0,449.75
2024-08-17,P003,48,959.52,384.0,575.52
2024-08-17,P004,19,1139.81,570.0,569.81
2024-08-17,P005,16,2079.84,880.0,1199.84
2024-08-18,P001,29,2609.71,1305.0,1304.71
2024-08-18,P002,30,899.7,360.0,539.7
2024-08-18,P003,47,939.53,376.0,563.53
2024-08-18,P004,25,1499.75,750.0,749.75
2024-08-18,P005,18,2339.82,990.0,1349.82
2024-08-19,P001,20,1799.8,900.0,899.8
2024-08-19,P002,23,689.77,276.0,413.77
2024-08-19,P003,33,659.67,264.0,395.67
2024-08-19,P004,14,839.86,420.0,419.86
2024-08-19,P005,16,2079.84,880.0,1199.84
2024-08-20,P001,26,2339.74,1170.0,1169.74
2024-08-20,P002,23,689.77,276.0,413.77
2024-08-20,P003,43,859.57,344.0,515.57
2024-08-20,P004,15,899.85,450.0,449.85
2024-08-20,P005,15,1949.85,825.0,1124.85
2024-08-21,P001,26,2339.74,1170.0,1169.74
2024-08-21,P002,18,539.82,216.0,323.82
2024-08-21,P003,20,399.8,160.0,239.8
2024-08-21,P004,12,719.88,360.0,359.88
2024-08-21,P005,10,1299.9,550.0,749.9
2024-08-22,P001,26,2339.74,1170.0,1169.74
2024-08-22,P002,23,689.77,276.0,413.77
2024-08-22,P003,37,739.63,296.0,443.63
2024-08-22,P004,19,1139.81,570.0,569.81
2024-08-22,P005,12,1559.88,660.0,899.88
2024-08-23,P001,24,2159.76,1080.0,1079.76
2024-08-23,P002,19,569.81,228.0,341.81
2024-08-23,P003,36,719.64,288.0,431.64
2024-08-23,P004,25,1499.75,750.0,749.75
2024-08-23,P005,12,1559.88,660.0,899.88
2024-08-24,P001,35,3149.65,1575.0,1574.65
2024-08-24,P002,30,899.7,360.0,539.7
2024-08-24,P003,30,599.7,240.0,359.7
2024-08-24,P004,25,1499.75,750.0,749.75
2024-08-24,P005,10,1299.9,550.0,749.9
2024-08-25,P001,36,3239.64,1620.0,1619.64
2024-08-25,P002,29,869.71,348.0,521.71
2024-08-25,P003,37,739.63,296.0,443.63
2024-08-25,P004,24,1439.76,720.0,719.76
2024-08-25,P005,17,2209.83,935.0,1274.83
2024-08-26,P001,28,2519.72,1260.0,1259.72
2024-08-26,P002,16,479.84,192.0,287.84
2024-08-26,P003,40,799.6,320.0,479.6
2024-08-26,P004,18,1079.82,540.0,539.82
2024-08-26,P005,10,1299.9,550.0,749.9
2024-08-27,P001,26,2339.74,1170.0,1169.74
2024-08-27,P002,29,869.71,348.0,521.71
2024-08-27,P003,36,719.64,288.0,431.64
2024-08-27,P004,8,479.92,240.0,239.92
2024-08-27,P005,11,1429.89,605.0,824.89
2024-08-28,P001,27,2429.73,1215.0,1214.73
2024-08-28,P002,27,809.73,324.0,485.73
2024-08-28,P003,29,579.71,232.0,347.71
2024-08-28,P004,23,1379.77,690.0,689.77
2024-08-28,P005,14,1819.86,770.0,1049.86
2024-08-29,P001,25,2249.75,1125.0,1124.75
2024-08-29,P002,12,359.88,144.0,215.88
2024-08-29,P003,46,919.54,368.0,551.54
2024-08-29,P004,16,959.84,480.0,479.84
2024-08-29,P005,8,1039.92,440.0,599.92
2024-08-30,P001,25,2249.75,1125.0,1124.75
2024-08-30,P002,14,419.86,168.0,251.86
2024-08-30,P003,33,659.67,264.0,395.67
2024-08-30,P004,21,1259.79,630.0,629.79
2024-08-30,P005,9,1169.91,495.0,674.91
2024-08-31,P001,25,2249.75,1125.0,1124.75
2024-08-31,P002,25,749.75,300.0,449.75
2024-08-31,P003,32,639.68,256.0,383.68
2024-08-31,P004,27,1619.73,810.0,809.73
2024-08-31,P005,13,1689.87,715.0,974.87
2024-09-01,P001,22,1979.78,990.0,989.78
2024-09-01,P002,23,689.77,276.0,413.77
2024-09-01,P003,40,799.6,320.0,479.6
2024-09-01,P004,14,839.86,420.0,419.86
2024-09-01,P005,13,1689.87,715.0,974.87
2024-09-02,P001,24,2159.76,1080.0,1079.76
2024-09-02,P002,18,539.82,216.0,323.82
2024-09-02,P003,29,579.71,232.0,347.71
2024-09-02,P004,19,1139.81,570.0,569.81
2024-09-02,P005,9,1169.91,495.0,674.91
2024-09-03,P001,25,2249.75,1125.0,1124.75
2024-09-03,P002,20,599.8,240.0,359.8
2024-09-03,P003,37,739.63,296.0,443.63
2024-09-03,P004,15,899.85,450.0,449.85
2024-09-03,P005,9,1169.91,495.0,674.91
2024-09-04,P001,22,1979.78,990.0,989.78
2024-09-04,P002,18,539.82,216.0,323.82
2024-09-04,P003,36,719.64,288.0,431.64
2024-09-04,P004,20,1199.8,600.0,599.8
2024-09-04,P005,8,1039.92,440.0,599.92
2024-09-05,P001,26,2339.74,1170.0,1169.74
2024-09-05,P002,13,389.87,156.0,233.87
2024-09-05,P003,31,619.69,248.0,371.69
2024-09-05,P004,17,1019.83,510.0,509.83
2024-09-05,P005,10,1299.9,550.0,749.9
2024-09-06,P001,24,2159.76,1080.0,1079.76
2024-09-06,P002,19,569.81,228.0,341.81
2024-09-06,P003,26,519.74,208.0,311.74
2024-09-06,P004,11,659.89,330.0,329.89
2024-09-06,P005,6,779.94,330.0,449.94
2024-09-07,P001,34,3059.66,1530.0,1529.66
2024-09-07,P002,15,449.85,180.0,269.85
2024-09-07,P003,46,919.54,368.0,551.54
2024-09-07,P004,15,899.85,450.0,449.85
2024-09-07,P005,10,1299.9,550.0,749.9
2024-09-08,P001,36,3239.64,1620.0,1619.64
2024-09-08,P002,20,599.8,240.0,359.8
2024-09-08,P003,47,939.53,376.0,563.53
2024-09-08,P004,21,1259.79,630.0,629.79
2024-09-08,P005,9,1169.91,495.0,674.91
2024-09-09,P001,20,1799.8,900.0,899.8
2024-09-09,P002,18,539.82,216.0,323.82
2024-09-09,P003,16,319.84,128.0,191.84
2024-09-09,P004,11,659.89,330.0,329.89
2024-09-09,P005,15,1949.85,825.0,1124.85
2024-09-10,P001,21,1889.79,945.0,944.79
2024-09-10,P002,13,389.87,156.0,233.87
2024-09-10,P003,29,579.71,232.0,347.71
2024-09-10,P004,14,839.86,420.0,419.86
2024-09-10,P005,6,779.94,330.0,449.94
2024-09-11,P001,17,1529.83,765.0,764.83
2024-09-11,P002,18,539.82,216.0,323.82
2024-09-11,P003,39,779.61,312.0,467.61
2024-09-11,P004,15,899.85,450.0,449.85
2024-09-11,P005,9,1169.91,495.0,674.91
2024-09-12,P001,16,1439.84,720.0,719.84
2024-09-12,P002,17,509.83,204.0,305.83
2024-09-12,P003,22,439.78,176.0,263.78
2024-09-12,P004,12,719.88,360.0,359.88
2024-09-12,P005,9,1169.91,495.0,674.91
2024-09-13,P001,20,1799.8,900.0,899.8
2024-09-13,P002,14,419.86,168.0,251.86
2024-09-13,P003,31,619.69,248.0,371.69
2024-09-13,P004,14,839.86,420.0,419.86
2024-09-13,P005,10,1299.9,550.0,749.9
2024-09-14,P001,24,2159.76,1080.0,1079.76
2024-09-14,P002,20,599.8,240.0,359.8
2024-09-14,P003,42,839.58,336.0,503.58
2024-09-14,P004,16,959.84,480.0,479.84
2024-09-14,P005,22,2859.78,1210.0,1649.78
2024-09-15,P001,32,2879.68,1440.0,1439.68
2024-09-15,P002,21,629.79,252.0,377.79
2024-09-15,P003,28,559.72,224.0,335.72
2024-09-15,P004,16,959.84,480.0,479.84
2024-09-15,P005,9,1169.91,495.0,674.91
2024-09-16,P001,31,2789.69,1395.0,1394.69
2024-09-16,P002,11,329.89,132.0,197.89
2024-09-16,P003,31,619.69,248.0,371.69
2024-09-16,P004,26,1559.74,780.0,779.74
2024-09-16,P005,10,1299.9,550.0,749.9
2024-09-17,P001,22,1979.78,990.0,989.78
2024-09-17,P002,21,629.79,252.0,377.79
2024-09-17,P003,31,619.69,248.0,371.69
2024-09-17,P004,7,419.93,210.0,209.93
2024-09-17,P005,7,909.93,385.0,524.93
2024-09-18,P001,21,1889.79,945.0,944.79
2024-09-18,P002,25,749.75,300.0,449.75
2024-09-18,P003,33,659.67,264.0,395.67
2024-09-18,P004,11,659.89,330.0,329.89
2024-09-18,P005,8,1039.92,440.0,599.92
2024-09-19,P001,27,2429.73,1215.0,1214.73
2024-09-19,P002,21,629.79,252.0,377.79
2024-09-19,P003,26,519.74,208.0,311.74
2024-09-19,P004,13,779.87,390.0,389.87
2024-09-19,P005,9,1169.91,495.0,674.91
2024-09-20,P001,15,1349.85,675.0,674.85
2024-09-20,P002,25,749.75,300.0,449.75
2024-09-20,P003,34,679.66,272.0,407.66
2024-09-20,P004,22,1319.78,660.0,659.78
2024-09-20,P005,11,1429.89,605.0,824.89
2024-09-21,P001,37,3329.63,1665.0,1664.63
2024-09-21,P002,21,629.79,252.0,377.79
2024-09-21,P003,30,599.7,240.0,359.7
2024-09-21,P004,19,1139.81,570.0,569.81
2024-09-21,P005,6,779.94,330.0,449.94
2024-09-22,P001,33,2969.67,1485.0,1484.67
2024-09-22,P002,26,779.74,312.0,467.74
2024-09-22,P003,30,599.7,240.0,359.7
2024-09-22,P004,20,1199.8,600.0,599.8
2024-09-22,P005,20,2599.8,1100.0,1499.8
2024-09-23,P001,20,1799.8,900.0,899.8
2024-09-23,P002,17,509.83,204.0,305.83
2024-09-23,P003,32,639.68,256.0,383.68
2024-09-23,P004,16,959.84,480.0,479.84
2024-09-23,P005,10,1299.9,550.0,749.9
2024-09-24,P001,20,1799.8,900.0,899.8
2024-09-24,P002,16,479.84,192.0,287.84
2024-09-24,P003,21,419.79,168.0,251.79
2024-09-24,P004,15,899.85,450.0,449.85
2024-09-24,P005,7,909.93,385.0,524.93
2024-09-25,P001,20,1799.8,900.0,899.8
2024-09-25,P002,20,599.8,240.0,359.8
2024-09-25,P003,28,559.72,224.0,335.72
2024-09-25,P004,16,959.84,480.0,479.84
2024-09-25,P005,4,519.96,220.0,299.96
2024-09-26,P001,15,1349.85,675.0,674.85
2024-09-26,P002,26,779.74,312.0,467.74
2024-09-26,P003,20,399.8,160.0,239.8
2024-09-26,P004,16,959.84,480.0,479.84
2024-09-26,P005,11,1429.89,605.0,824.89
2024-09-27,P001,18,1619.82,810.0,809.82
2024-09-27,P002,16,479.84,192.0,287.84
2024-09-27,P003,33,659.67,264.0,395.67
2024-09-27,P004,8,479.92,240.0,239.92
2024-09-27,P005,7,909.93,385.0,524.93
2024-09-28,P001,34,3059.66,1530.0,1529.66
2024-09-28,P002,22,659.78,264.0,395.78
2024-09-28,P003,48,959.52,384.0,575.52
2024-09-28,P004,16,959.84,480.0,479.84
2024-09-28,P005,10,1299.9,550.0,749.9
2024-09-29,P001,31,2789.69,1395.0,1394.69
2024-09-29,P002,22,659.78,264.0,395.78
2024-09-29,P003,40,799.6,320.0,479.6
2024-09-29,P004,18,1079.82,540.0,539.82
2024-09-29,P005,17,2209.83,935.0,1274.83
2024-09-30,P001,27,2429.73,1215.0,1214.73
2024-09-30,P002,23,689.77,276.0,413.77
2024-09-30,P003,28,559.72,224.0,335.72
2024-09-30,P004,12,719.88,360.0,359.88
2024-09-30,P005,10,1299.9,550.0,749.9
2024-10-01,P001,20,1799.8,900.0,899.8
2024-10-01,P002,16,479.84,192.0,287.84
2024-10-01,P003,27,539.73,216.0,323.73
2024-10-01,P004,14,839.86,420.0,419.86
2024-10-01,P005,9,1169.91,495.0,674.91
2024-10-02,P001,22,1979.78,990.0,989.78
2024-10-02,P002,21,629.79,252.0,377.79
2024-10-02,P003,25,499.75,200.0,299.75
2024-10-02,P004,12,719.88,360.0,359.88
2024-10-02,P005,11,1429.89,605.0,824.89
2024-10-03,P001,17,1529.83,765.0,764.83
2024-10-03,P002,18,539.82,216.0,323.82
2024-10-03,P003,40,799.6,320.0,479.6
2024-10-03,P004,14,839.86,420.0,419.86
2024-10-03,P005,11,1429.89,605.0,824.89
2024-10-04,P001,19,1709.81,855.0,854.81
2024-10-04,P002,13,389.87,156.0,233.87
2024-10-04,P003,30,599.7,240.0,359.7
2024-10-04,P004,14,839.86,420.0,419.86
2024-10-04,P005,11,1429.89,605.0,824.89
2024-10-05,P001,35,3149.65,1575.0,1574.65
2024-10-05,P002,25,749.75,300.0,449.75
2024-10-05,P003,45,899.55,360.0,539.55
2024-10-05,P004,28,1679.72,840.0,839.72
2024-10-05,P005,14,1819.86,770.0,1049.86
2024-10-06,P001,29,2609.71,1305.0,1304.71
2024-10-06,P002,29,869.71,348.0,521.71
2024-10-06,P003,35,699.65,280.0,419.65
2024-10-06,P004,29,1739.71,870.0,869.71
2024-10-06,P005,13,1689.87,715.0,974.87
2024-10-07,P001,29,2609.71,1305.0,1304.71
2024-10-07,P002,15,449.85,180.0,269.85
2024-10-07,P003,19,379.81,152.0,227.81
2024-10-07,P004,15,899.85,450.0,449.85
2024-10-07,P005,9,1169.91,495.0,674.91
2024-10-08,P001,17,1529.83,765.0,764.83
2024-10-08,P002,23,689.77,276.0,413.77
2024-10-08,P003,25,499.75,200.0,299.75
2024-10-08,P004,13,779.87,390.0,389.87
2024-10-08,P005,10,1299.9,550.0,749.9
2024-10-09,P001,13,1169.87,585.0,584.87
2024-10-09,P002,17,509.83,204.0,305.83
2024-10-09,P003,26,519.74,208.0,311.74
2024-10-09,P004,13,779.87,390.0,389.87
2024-10-09,P005,15,1949.85,825.0,1124.85
2024-10-10,P001,19,1709.81,855.0,854.81
2024-10-10,P002,15,449.85,180.0,269.85
2024-10-10,P003,38,759.62,304.0,455.62
2024-10-10,P004,20,1199.8,600.0,599.8
2024-10-10,P005,7,909.93,385.0,524.93
2024-10-11,P001,21,1889.79,945.0,944.79
2024-10-11,P002,16,479.84,192.0,287.84
2024-10-11,P003,37,739.63,296.0,443.63
2024-10-11,P004,17,1019.83,510.0,509.83
2024-10-11,P005,8,1039.92,440.0,599.92
2024-10-12,P001,32,2879.68,1440.0,1439.68
2024-10-12,P002,23,689.77,276.0,413.77
2024-10-12,P003,42,839.58,336.0,503.58
2024-10-12,P004,23,1379.77,690.0,689.77
2024-10-12,P005,14,1819.86,770.0,1049.86
2024-10-13,P001,25,2249.75,1125.0,1124.75
2024-10-13,P002,21,629.79,252.0,377.79
2024-10-13,P003,31,619.69,248.0,371.69
2024-10-13,P004,26,1559.74,780.0,779.74
2024-10-13,P005,16,2079.84,880.0,1199.84
2024-10-14,P001,25,2249.75,1125.0,1124.75
2024-10-14,P002,20,599.8,240.0,359.8
2024-10-14,P003,28,559.72,224.0,335.72
2024-10-14,P004,12,719.88,360.0,359.88
2024-10-14,P005,8,1039.92,440.0,599.92
2024-10-15,P001,27,2429.73,1215.0,1214.73
2024-10-15,P002,10,299.9,120.0,179.9
2024-10-15,P003,33,659.67,264.0,395.67
2024-10-15,P004,14,839.86,420.0,419.86
2024-10-15,P005,16,2079.84,880.0,1199.84
2024-10-16,P001,23,2069.77,1035.0,1034.77
2024-10-16,P002,11,329.89,132.0,197.89
2024-10-16,P003,30,599.7,240.0,359.7
2024-10-16,P004,11,659.89,330.0,329.89
2024-10-16,P005,11,1429.89,605.0,824.89
2024-10-17,P001,23,2069.77,1035.0,1034.77
2024-10-17,P002,12,359.88,144.0,215.88
2024-10-17,P003,29,579.71,232.0,347.71
2024-10-17,P004,15,899.85,450.0,449.85
2024-10-17,P005,13,1689.87,715.0,974.87
2024-10-18,P001,23,2069.77,1035.0,1034.77
2024-10-18,P002,21,629.79,252.0,377.79
2024-10-18,P003,43,859.57,344.0,515.57
2024-10-18,P004,12,719.88,360.0,359.88
2024-10-18,P005,12,1559.88,660.0,899.88
2024-10-19,P001,27,2429.73,1215.0,1214.73
2024-10-19,P002,25,749.75,300.0,449.75
2024-10-19,P003,33,659.67,264.0,395.67
2024-10-19,P004,22,1319.78,660.0,659.78
2024-10-19,P005,12,1559.88,660.0,899.88
2024-10-20,P001,35,3149.65,1575.0,1574.65
2024-10-20,P002,22,659.78,264.0,395.78
2024-10-20,P003,42,839.58,336.0,503.58
2024-10-20,P004,13,779.87,390.0,389.87
2024-10-20,P005,12,1559.88,660.0,899.88
2024-10-21,P001,21,1889.79,945.0,944.79
2024-10-21,P002,12,359.88,144.0,215.88
2024-10-21,P003,23,459.77,184.0,275.77
2024-10-21,P004,16,959.84,480.0,479.84
2024-10-21,P005,14,1819.86,770.0,1049.86
2024-10-22,P001,20,1799.8,900.0,899.8
2024-10-22,P002,21,629.79,252.0,377.79
2024-10-22,P003,28,559.72,224.0,335.72
2024-10-22,P004,17,1019.83,510.0,509.83
2024-10-22,P005,11,1429.89,605.0,824.89
2024-10-23,P001,26,2339.74,1170.0,1169.74
2024-10-23,P002,25,749.75,300.0,449.75
2024-10-23,P003,35,699.65,280.0,419.65
2024-10-23,P004,12,719.88,360.0,359.88
2024-10-23,P005,8,1039.92,440.0,599.92
2024-10-24,P001,25,2249.75,1125.0,1124.75
2024-10-24,P002,14,419.86,168.0,251.86
2024-10-24,P003,46,919.54,368.0,551.54
2024-10-24,P004,15,899.85,450.0,449.85
2024-10-24,P005,11,1429.89,605.0,824.89
2024-10-25,P001,13,1169.87,585.0,584.87
2024-10-25,P002,20,599.8,240.0,359.8
2024-10-25,P003,27,539.73,216.0,323.73
2024-10-25,P004,20,1199.8,600.0,599.8
2024-10-25,P005,10,1299.9,550.0,749.9
2024-10-26,P001,26,2339.74,1170.0,1169.74
2024-10-26,P002,26,779.74,312.0,467.74
2024-10-26,P003,47,939.53,376.0,563.53
2024-10-26,P004,24,1439.76,720.0,719.76
2024-10-26,P005,15,1949.85,825.0,1124.85
2024-10-27,P001,24,2159.76,1080.0,1079.76
2024-10-27,P002,25,749.75,300.0,449.75
2024-10-27,P003,51,1019.49,408.0,611.49
2024-10-27,P004,18,1079.82,540.0,539.82
2024-10-27,P005,17,2209.83,935.0,1274.83
2024-10-28,P001,21,1889.79,945.0,944.79
2024-10-28,P002,17,509.83,204.0,305.83
2024-10-28,P003,31,619.69,248.0,371.69
2024-10-28,P004,23,1379.77,690.0,689.77
2024-10-28,P005,6,779.94,330.0,449.94
2024-10-29,P001,37,3329.63,1665.0,1664.63
2024-10-29,P002,10,299.9,120.0,179.9
2024-10-29,P003,32,639.68,256.0,383.68
2024-10-29,P004,15,899.85,450.0,449.85
2024-10-29,P005,9,1169.91,495.0,674.91
2024-10-30,P001,30,2699.7,1350.0,1349.7
2024-10-30,P002,17,509.83,204.0,305.83
2024-10-30,P003,30,599.7,240.0,359.7
2024-10-30,P004,24,1439.76,720.0,719.76
2024-10-30,P005,18,2339.82,990.0,1349.82
2024-10-31,P001,23,2069.77,1035.0,1034.77
2024-10-31,P002,20,599.8,240.0,359.8
2024-10-31,P003,29,579.71,232.0,347.71
2024-10-31,P004,14,839.86,420.0,419.86
2024-10-31,P005,13,1689.87,715.0,974.87
2024-11-01,P001,18,1619.82,810.0,809.82
2024-11-01,P002,25,749.75,300.0,449.75
2024-11-01,P003,40,799.6,320.0,479.6
2024-11-01,P004,24,1439.76,720.0,719.76
2024-11-01,P005,7,909.93,385.0,524.93
2024-11-02,P001,47,4229.53,2115.0,2114.53
2024-11-02,P002,27,809.73,324.0,485.73
2024-11-02,P003,42,839.58,336.0,503.58
2024-11-02,P004,27,1619.73,810.0,809.73
2024-11-02,P005,25,3249.75,1375.0,1874.75
2024-11-03,P001,39,3509.61,1755.0,1754.61
2024-11-03,P002,21,629.79,252.0,377.79
2024-11-03,P003,53,1059.47,424.0,635.47
2024-11-03,P004,30,1799.7,900.0,899.7
2024-11-03,P005,25,3249.75,1375.0,1874.75
2024-11-04,P001,23,2069.77,1035.0,1034.77
2024-11-04,P002,24,719.76,288.0,431.76
2024-11-04,P003,51,1019.49,408.0,611.49
2024-11-04,P004,19,1139.81,570.0,569.81
2024-11-04,P005,21,2729.79,1155.0,1574.79
2024-11-05,P001,34,3059.66,1530.0,1529.66
2024-11-05,P002,17,509.83,204.0,305.83
2024-11-05,P003,42,839.58,336.0,503.58
2024-11-05,P004,26,1559.74,780.0,779.74
2024-11-05,P005,10,1299.9,550.0,749.9
2024-11-06,P001,34,3059.66,1530.0,1529.66
2024-11-06,P002,21,629.79,252.0,377.79
2024-11-06,P003,40,799.6,320.0,479.6
2024-11-06,P004,21,1259.79,630.0,629.79
2024-11-06,P005,14,1819.86,770.0,1049.86
2024-11-07,P001,42,3779.58,1890.0,1889.58
2024-11-07,P002,25,749.75,300.0,449.75
2024-11-07,P003,41,819.59,328.0,491.59
2024-11-07,P004,15,899.85,450.0,449.85
2024-11-07,P005,14,1819.86,770.0,1049.86
2024-11-08,P001,29,2609.71,1305.0,1304.71
2024-11-08,P002,26,779.74,312.0,467.74
2024-11-08,P003,38,759.62,304.0,455.62
2024-11-08,P004,15,899.85,450.0,449.85
2024-11-08,P005,12,1559.88,660.0,899.88
2024-11-09,P001,35,3149.65,1575.0,1574.65
2024-11-09,P002,30,899.7,360.0,539.7
2024-11-09,P003,59,1179.41,472.0,707.41
2024-11-09,P004,25,1499.75,750.0,749.75
2024-11-09,P005,9,1169.91,495.0,674.91
2024-11-10,P001,38,3419.62,1710.0,1709.62
2024-11-10,P002,18,539.82,216.0,323.82
2024-11-10,P003,33,659.67,264.0,395.67
2024-11-10,P004,26,1559.74,780.0,779.74
2024-11-10,P005,22,2859.78,1210.0,1649.78
2024-11-11,P001,19,1709.81,855.0,854.81
2024-11-11,P002,17,509.83,204.0,305.83
2024-11-11,P003,39,779.61,312.0,467.61
2024-11-11,P004,14,839.86,420.0,419.86
2024-11-11,P005,14,1819.86,770.0,1049.86
2024-11-12,P001,31,2789.69,1395.0,1394.69
2024-11-12,P002,23,689.77,276.0,413.77
2024-11-12,P003,32,639.68,256.0,383.68
2024-11-12,P004,30,1799.7,900.0,899.7
2024-11-12,P005,16,2079.84,880.0,1199.84
2024-11-13,P001,27,2429.73,1215.0,1214.73
2024-11-13,P002,16,479.84,192.0,287.84
2024-11-13,P003,45,899.55,360.0,539.55
2024-11-13,P004,20,1199.8,600.0,599.8
2024-11-13,P005,19,2469.81,1045.0,1424.81
2024-11-14,P001,25,2249.75,1125.0,1124.75
2024-11-14,P002,29,869.71,348.0,521.71
2024-11-14,P003,37,739.63,296.0,443.63
2024-11-14,P004,24,1439.76,720.0,719.76
2024-11-14,P005,16,2079.84,880.0,1199.84
2024-11-15,P001,30,2699.7,1350.0,1349.7
2024-11-15,P002,14,419.86,168.0,251.86
2024-11-15,P003,31,619.69,248.0,371.69
2024-11-15,P004,20,1199.8,600.0,599.8
2024-11-15,P005,8,1039.92,440.0,599.92
2024-11-16,P001,35,3149.65,1575.0,1574.65
2024-11-16,P002,28,839.72,336.0,503.72
2024-11-16,P003,50,999.5,400.0,599.5
2024-11-16,P004,23,1379.77,690.0,689.77
2024-11-16,P005,18,2339.82,990.0,1349.82
2024-11-17,P001,37,3329.63,1665.0,1664.63
2024-11-17,P002,31,929.69,372.0,557.69
2024-11-17,P003,56,1119.44,448.0,671.44
2024-11-17,P004,23,1379.77,690.0,689.77
2024-11-17,P005,18,2339.82,990.0,1349.82
2024-11-18,P001,32,2879.68,1440.0,1439.68
2024-11-18,P002,28,839.72,336.0,503.72
2024-11-18,P003,41,819.59,328.0,491.59
2024-11-18,P004,14,839.86,420.0,419.86
2024-11-18,P005,12,1559.88,660.0,899.88
2024-11-19,P001,29,2609.71,1305.0,1304.71
2024-11-19,P002,20,599.8,240.0,359.8
2024-11-19,P003,52,1039.48,416.0,623.48
2024-11-19,P004,19,1139.81,570.0,569.81
2024-11-19,P005,14,1819.86,770.0,1049.86
2024-11-20,P001,27,2429.73,1215.0,1214.73
2024-11-20,P002,31,929.69,372.0,557.69
2024-11-20,P003,40,799.6,320.0,479.6
2024-11-20,P004,21,1259.79,630.0,629.79
2024-11-20,P005,12,1559.88,660.0,899.88
2024-11-21,P001,37,3329.63,1665.0,1664.63
2024-11-21,P002,18,539.82,216.0,323.82
2024-11-21,P003,33,659.67,264.0,395.67
2024-11-21,P004,17,1019.83,510.0,509.83
2024-11-21,P005,14,1819.86,770.0,1049.86
2024-11-22,P001,30,2699.7,1350.0,1349.7
2024-11-22,P002,15,449.85,180.0,269.85
2024-11-22,P003,39,779.61,312.0,467.61
2024-11-22,P004,16,959.84,480.0,479.84
2024-11-22,P005,17,2209.83,935.0,1274.83
2024-11-23,P001,40,3599.6,1800.0,1799.6
2024-11-23,P002,38,1139.62,456.0,683.62
2024-11-23,P003,52,1039.48,416.0,623.48
2024-11-23,P004,22,1319.78,660.0,659.78
2024-11-23,P005,8,1039.92,440.0,599.92
2024-11-24,P001,46,4139.54,2070.0,2069.54
2024-11-24,P002,25,749.75,300.0,449.75
2024-11-24,P003,60,1199.4,480.0,719.4
2024-11-24,P004,28,1679.72,840.0,839.72
2024-11-24,P005,20,2599.8,1100.0,1499.8
2024-11-25,P001,25,2249.75,1125.0,1124.75
2024-11-25,P002,20,599.8,240.0,359.8
2024-11-25,P003,44,879.56,352.0,527.56
2024-11-25,P004,32,1919.68,960.0,959.68
2024-11-25,P005,8,1039.92,440.0,599.92
2024-11-26,P001,32,2879.68,1440.0,1439.68
2024-11-26,P002,19,569.81,228.0,341.81
2024-11-26,P003,35,699.65,280.0,419.65
2024-11-26,P004,21,1259.79,630.0,629.79
2024-11-26,P005,10,1299.9,550.0,749.9
2024-11-27,P001,25,2249.75,1125.0,1124.75
2024-11-27,P002,21,629.79,252.0,377.79
2024-11-27,P003,48,959.52,384.0,575.52
2024-11-27,P004,18,1079.82,540.0,539.82
2024-11-27,P005,6,779.94,330.0,449.94
2024-11-28,P001,21,1889.79,945.0,944.79
2024-11-28,P002,21,629.79,252.0,377.79
2024-11-28,P003,47,939.53,376.0,563.53
2024-11-28,P004,23,1379.77,690.0,689.77
2024-11-28,P005,15,1949.85,825.0,1124.85
2024-11-29,P001,29,2609.71,1305.0,1304.71
2024-11-29,P002,23,689.77,276.0,413.77
2024-11-29,P003,35,699.65,280.0,419.65
2024-11-29,P004,25,1499.75,750.0,749.75
2024-11-29,P005,21,2729.79,1155.0,1574.79
2024-11-30,P001,40,3599.6,1800.0,1799.6
2024-11-30,P002,27,809.73,324.0,485.73
2024-11-30,P003,41,819.59,328.0,491.59
2024-11-30,P004,29,1739.71,870.0,869.71
2024-11-30,P005,14,1819.86,770.0,1049.86
2024-12-01,P001,38,3419.62,1710.0,1709.62
2024-12-01,P002,41,1229.59,492.0,737.59
2024-12-01,P003,72,1439.28,576.0,863.28
2024-12-01,P004,25,1499.75,750.0,749.75
2024-12-01,P005,21,2729.79,1155.0,1574.79
2024-12-02,P001,39,3509.61,1755.0,1754.61
2024-12-02,P002,30,899.7,360.0,539.7
2024-12-02,P003,52,1039.48,416.0,623.48
2024-12-02,P004,30,1799.7,900.0,899.7
2024-12-02,P005,18,2339.82,990.0,1349.82
2024-12-03,P001,43,3869.57,1935.0,1934.57
2024-12-03,P002,21,629.79,252.0,377.79
2024-12-03,P003,58,1159.42,464.0,695.42
2024-12-03,P004,26,1559.74,780.0,779.74
